Text,Chapter_Name
Select a wafer.,Special Port Usage
Select the wafer in the following procedures.,Special Port Usage
To select by each wafer: Press the slot No. button.,Special Port Usage
"To set the range and select all: Press  Set Range  for the  Select Slot , and then press the first and last slot No. to be selected.",Special Port Usage
To select all the wafers: Press  Select All  for the  Select Slot .,Special Port Usage
Cancel the wafer selection in the following procedures.,Special Port Usage
To cancel by each wafer: Press the slot No. button.,Special Port Usage
To cancel all the wafers: Press  Cancel All  for the  Select Slot .,Special Port Usage
Sets the wafer type No. on the  Carrier Setup  screen and press  Select  on the right of the usage name for the  Wafer Usage  to select the wafer usage.,Special Port Usage
"Sets the wafer type No. between 0–28 when performing  Measure Particle ,  Measure Etch Rate , and  Test Transfer  from auto setup. Select the wafer to transfer from the wafer usage that matches each command.",Special Port Usage
"Sets the wafer type No. between 1–28 when performing  Measure Particle (Wafer Set) ,  Measure Etch Rate (Wafer Set) , and  Test Transfer (Wafer Set) from auto setup. The wafer type No. set for the command will be the wafers to be transferred.",Special Port Usage
"For more information about auto setup commands, refer to  Maintenance Macro Command List in the  Advanced Operations Maintenance Macro Manual .",Special Port Usage
Press  Cancel  for the  Wafer Usage  to cancel the usage selection.,Special Port Usage
Press  Select  on the right of the PM No. for the  Use PM List  on the  Carrier Setup  screen to select the process module to be used.,Special Port Usage
Cancel the selection made on the  Use PM List  in the following procedures.,Special Port Usage
To cancel by each process module: Press  Cancel  on the right of the PM No. for the  Use PM List,Special Port Usage
To cancel all the process modules: Press  Clear All  for the  Use PM List .,Special Port Usage
"Repeat step 3–5 to set the  Wafer Usage , wafer type NO., and the  Use PM List  to each wafer or slot of the special port.",Special Port Usage
"After the settings have been completed, press  Setup  on the right of the  Carrier Setup  screen to apply the settings.",Special Port Usage
Refer to  3.3.3 Saving Setting Information (see page 82)  for saving the settings in a file.,Special Port Usage
Saving Setting Information,Special Port Usage
Press  Save Carrier Settings  on the right of the  Carrier Setup  screen.,Special Port Usage
Press  OK  to save the setting information on the  Carrier Setup  screen in a file.,Special Port Usage
Loading Setting Information,Special Port Usage
Press the usage of the setting information to be loaded ( Dummy / Test ) for the  Select Special Port Type  on the  Carrier Setup  screen.,Special Port Usage
Press  Load Carrier Settings  on the right of the  Carrier Setup  screen to display the  Load Carrier Settings  dialog.,Special Port Usage
Load Carrier Settings Dialog,Special Port Usage
No. Description,Special Port Usage
1 Displays the saved setting information of the special port.,Special Port Usage
2 Displays the details of the setting information on the cursor.,Special Port Usage
Select the setting information to be loaded on the  Load Carrier Settings  dialog and press  OK  to load onto the  Carrier Setup  screen.,Special Port Usage
Deleting Setting Information,Special Port Usage
Press  Delete Carrier Settings  on the right of the  Carrier Setup  screen to display the  Delete Carrier Settings  dialog.,Special Port Usage
Delete Carrier Settings Dialog,Special Port Usage
No. Description,Special Port Usage
1 Displays the saved setting information of the special port.,Special Port Usage
2 Displays the details of the setting information on the cursor.,Special Port Usage
Select the setting information to be deleted on the  Delete Carrier Settings  dialog and press  OK to delete the setting information.,Special Port Usage
Exporting Setting Information,Special Port Usage
Press  Export  on the right of the  Carrier Setup  screen to display the  Export (Special Port Setup)  dialog.,Special Port Usage
Export (Special Port Setup) Dialog,Special Port Usage
No. Description,Special Port Usage
1 Displays the saved setting information.,Special Port Usage
2 Displays the details of the setting information on the cursor.,Special Port Usage
Select the setting information to be exported on the  Export (Special Port Setup)  dialog and press  OK  to display  Export (Special Port Setup - Save File)  dialog.,Special Port Usage
Export (Special Port Setup - Save File) Dialog,Special Port Usage
No. Description,Special Port Usage
1 Formats the removable media.,Special Port Usage
Insert the removable media into the drive.,Special Port Usage
Press  Drive  on the  Export (Special Port Setup - Save File)  dialog to display the  Drive Selec- tion  dialog.,Special Port Usage
Select the removable media to be stored on the  Drive Selection  dialog.,Special Port Usage
Press  File Name  on the  Export (Special Port Setup - Save File)  dialog to display the  Edit File Name  dialog.,Special Port Usage
Enter the file name that will be saved on the  Edit File Name  dialog and press  OK .,Special Port Usage
Press  OK  on the  Export (Special Port Setup - Save File)  dialog to export the data.,Special Port Usage
Importing Setting Information,Special Port Usage
Press  Import  on the right of the  Carrier Setup  screen to display the  Import (Special Port Setup)  dialog.,Special Port Usage
Import (Special Port Setup) Dialog,Special Port Usage
No. Description,Special Port Usage
1 Select the setting information to be imported.,Special Port Usage
2 Displays the details of the setting information on the cursor.,Special Port Usage
Press  Read import list  on the  Import (Special Port Setup)  dialog to display the  Import (Spe-cial Port Setup - Load File)  dialog.,Special Port Usage
Import (Special Port Setup - Load File) Dialog,Special Port Usage
"Insert the removable media, which has the setting information to be imported, into the drive.",Special Port Usage
Press  Drive  on the  Import (Special Port Setup - Load File)  dialog to display the  Drive Selec- tion  dialog.,Special Port Usage
Select the removable media to be read on the  Drive Selection  dialog.,Special Port Usage
"The files, which can be imported from the removable media appears on the  Import (Special Port Setup - Load File)  dialog.",Special Port Usage
Select the file to be imported on the  Import (Special Port Setup - Load File)  dialog and press OK .,Special Port Usage
The file setting information loaded from the removable media will be added to the  Import (Spe-cial Port Setup)  dialog.,Special Port Usage
Select the file to be imported on the  Import (Special Port Setup)  dialog and press  OK .,Special Port Usage
"After importing, the imported setting information is saved to the HD in the equipment and the information is displayed on the  Carrier Setup  screen.",Special Port Usage
"If the setting information of the special port is being edited on the  Carrier Setup  screen when importing, the  Import carrier settings  dialog is displayed. Select any of the followings:",Special Port Usage
Save : Saves the setting information which is being edited on the  Carrier Setup  screen and displays the imported setting information.,Special Port Usage
Discard : Discards the setting information which is being edited on the  Carrier Setup screen and displays the imported setting information.,Special Port Usage
Cancel : Displays the setting information which is being edited on the  Carrier Setup screen. Refer to  3.3.4 Loading Setting Information (see page 82)  to display the imported setting information.,Special Port Usage
Symbols on the Carrier Setup Screen,Special Port Usage
Refer to  3.2.1 Symbols on the Special Port Setup Screen (see page 78)  for the symbols that are displayed on the  Carrier Setup  screen.,Special Port Usage
The descriptions of the symbol that are displayed on the screen can also be checked from the  Help  on the group menu.,Special Port Usage
Operating the Wafer Exchange Screen,Special Port Usage
"On the  Wafer Exchange  screen, functions that are necessary to insert/extract/exchange the wafer from the special port, are operated.",Special Port Usage
"Select the special port and the carrier for the exchange to insert/extract/exchange the wafer. The slot selection method is one, all, or specified range. The equipment will automatically judge the process (insert/extract/exchange) to be executed for each slot depending on the slot status of the special port and the carrier for exchange at the time the slot is specified.",Special Port Usage
Judgment of the Slot Status and the Executed Process by the Equipment,Special Port Usage
Slot Status Judgment by the Equipment,Special Port Usage
Details of Execution,Special Port Usage
Special Port Carrier for Exchange,Special Port Usage
No wafer With Wafer Present,Special Port Usage
Insert Inserts the wafer of the carrier for exchange into the special port.,Special Port Usage
With Wafer Present,Special Port Usage
No wafer Extract Collects the wafer in the special port to the carrier for exchange.,Special Port Usage
With Wafer Present,Special Port Usage
With Wafer Present,Special Port Usage
Exchange Exchanges the wafer in the special port and the wafer in the carrier for exchange.,Special Port Usage
Display the  Wafer Exchange  screen from the group menus below.,Special Port Usage
Mainte. → Transport Maintenance → Wafer Exchange,Special Port Usage
Status → Overall Status → LM Symbol → Wafer Exchange,Special Port Usage
Status → Overall Status → LP* Symbol → Wafer Exchange,Special Port Usage
Status → Overall Status → DST Symbol → Wafer Exchange,Special Port Usage
Wafer Exchange Screen,Special Port Usage
No. Description,Special Port Usage
1 Inserts/extracts/exchanges the wafer from the special port (see page 91) .,Special Port Usage
"2 Displays the parts maintenance screen, on which the wafer maintenance timing is set, to the slot of the special port (see page 124) .",Special Port Usage
3 Displays the current setting status (see page 93) .,Special Port Usage
Function Buttons,Special Port Usage
Close : Closes the  Wafer Exchange  screen.,Special Port Usage
Wafer Exchange Steps,Special Port Usage
Introduction,Special Port Usage
Overview:,Special Port Usage
Insert/extract/exchange the wafer on the  Exchange Wafer Detail  dialog.,Special Port Usage
Exchange Wafer Detail Dialog,Special Port Usage
No. Description,Special Port Usage
1 Switches the slot status display to  Wafer Usage / Transport Condition .,Special Port Usage
2 Displays the slot status for the special port.,Special Port Usage
3 Displays the slot status for the carrier for exchange.,Special Port Usage
4 Displays the detailed information of each wafer of the special port.,Special Port Usage
5 Displays the destination of the wafer.,Special Port Usage
6 Selects all wafers.,Special Port Usage
7 Clears all selected wafers.,Special Port Usage
8 Selects wafers by specifying a range.,Special Port Usage
9 Exchanges the wafer.,Special Port Usage
"10 Cancels the wafer exchange. If wafer exchange is being executed, the wafer is moved to the special port or the carrier for exchange before the exchange is cancelled.",Special Port Usage
"11 Displays the parts maintenance screen, on which the wafer maintenance timing is set, to the slot of the special port (see page 124) .",Special Port Usage
Selecting a Wafer Slot by Slot,Special Port Usage
"Press  Exchange Wafer  for the special port, on which wafer exchange is to be executed, on the  Wafer Exchange  screen to display the  Exchange Wafer Detail  dialog.",Special Port Usage
"If the carrier is loaded onto the multiple load port, press  Select LP  on the  Exchange Wafer Detail  dialog and select the load port for the carrier for exchange, and then press  OK .",Special Port Usage
Press the slot No. button of the special port.,Special Port Usage
Press the slot No. button of the carrier for exchange.,Special Port Usage
"To insert/extract/exchange multiple wafers, repeat steps 3–4.",Special Port Usage
Press  Execute Exchange  on the  Exchange Wafer Detail  dialog to insert/extract/exchange the wafer.,Special Port Usage
Selecting All Wafers,Special Port Usage
"Press  Exchange Wafer  for the special port, on which wafer exchange is to be executed, on the  Wafer Exchange  screen to display the  Exchange Wafer Detail  dialog.",Special Port Usage
"If the carrier is loaded onto the multiple load port, press  Select LP  on the  Exchange Wafer Detail  dialog and select the load port for the carrier for exchange, and then press  OK .",Special Port Usage
Press  Select All  on the  Exchange Wafer Detail  dialog to display the  Select All  dialog.,Special Port Usage
Press  OK  on the  Select All  dialog to select all wafers.,Special Port Usage
Press  Execute Exchange  on the  Exchange Wafer Detail  dialog to insert/extract/exchange the wafer.,Special Port Usage
Selecting Wafers by Specifying a Range,Special Port Usage
"Press  Exchange Wafer  for the special port, on which wafer exchange is to be executed, on the  Wafer Exchange  screen to display the  Exchange Wafer Detail  dialog.",Special Port Usage
"If the carrier is loaded onto the multiple load port, press  Select LP  on the  Exchange Wafer Detail  dialog and select the load port for the carrier for exchange, and then press  OK .",Special Port Usage
Press  Set Range  on the  Exchange Wafer Detail  dialog.,Special Port Usage
Press the first slot No. button in the selected exchange range.,Special Port Usage
Press the last slot No. button in the selected exchange range.,Special Port Usage
Press the starting slot No. button of the carrier for exchange. The subsequent slots are specified automatically.,Special Port Usage
Press  Execute Exchange  on the  Exchange Wafer Detail  dialog to insert/extract/exchange the wafer.,Special Port Usage
Symbols on the Wafer Exchange Screen,Special Port Usage
Refer to the following for the symbols that are displayed on the  Wafer Exchange  screen.,Special Port Usage
Symbols on the LM Status Screen  in the  Basic Operations Manual,Special Port Usage
Symbols on the Special Port Setup Screen (see page 78),Special Port Usage
The descriptions of the symbol that are displayed on the screen can also be checked from the  Help  on the group menu.,Special Port Usage
Checking the Equipment Status,Checking the Equipment Status
This chapter provides the operation necessary to check the current status of the equipment.,Checking the Equipment Status
"The information contained in this chapter has been prepared based on the specifications of the standard equipment. Throughout the manual, figures provided in this manual, including operation screens and appearances, may vary from the equipment installed at your site.",Checking the Equipment Status
Checking the Equipment Status,Checking the Equipment Status
Introduction,Checking the Equipment Status
Overview:,Checking the Equipment Status
"This checks the operation condition of the entire equipment, process module, transfer module, load lock module, loader module, and MC, wafer status check by substrate tracking standard (STS) function, status check of input and output signals between the AMHS and the equipment (Parallel I/O), and check the CJ and PJ.",Checking the Equipment Status
The software hierarchy for checking the equipment status follows.,Checking the Equipment Status
Software Hierarchy for Checking the Overall Equipment Status,Checking the Equipment Status
LM Symbol,Checking the Equipment Status
LP *  Status,Checking the Equipment Status
LM Statu,Checking the Equipment Status
TM-LLM Status,Checking the Equipment Status
PM# Status,Checking the Equipment Status
Checking Overall Equipment Status,Checking the Equipment Status
Status,Checking the Equipment Status
Module Status,Checking the Equipment Status
CMS Status,Checking the Equipment Status
Data Graph,Checking the Equipment Status
Overall Status,Checking the Equipment Status
LP * Symbol,Checking the Equipment Status
LP Status,Checking the Equipment Status
Transport Status,Checking the Equipment Status
LP *,Checking the Equipment Status
TM-LLM,Checking the Equipment Status
LLM Symbol,Checking the Equipment Status
TM Symbol,Checking the Equipment Status
Jobs,Checking the Equipment Status
System,Checking the Equipment Status
CJ/PJ List,Checking the Equipment Status
Lot Information,Checking the Equipment Status
System Status,Checking the Equipment Status
PM# Symbol,Checking the Equipment Status
Process Data,Checking the Equipment Status
Trace Graph,Checking the Equipment Status
EPD Graph,Checking the Equipment Status
PM Realtime Trace,Checking the Equipment Status
Running Recipe,Checking the Equipment Status
Trace Graph,Checking the Equipment Status
EPD Graph,Checking the Equipment Status
PM Process Detail,Checking the Equipment Status
PM Status,Checking the Equipment Status
Substrate List,Checking the Equipment Status
MC Status,Checking the Equipment Status
PIO Status,Checking the Equipment Status
Lot Status,Checking the Equipment Status
Primary Pressure,Checking the Equipment Status
Overall Status,Checking the Equipment Status
CMS Status,Checking the Equipment Status
Slot Details,Checking the Equipment Status
Slot List,Checking the Equipment Status
CMS Status,Checking the Equipment Status
PST Symbol,Checking the Equipment Status
PST Status,Checking the Equipment Status
Advanced Operations Manual,Checking the Equipment Status
Sequence of Checking the Equipment Status,Checking the Equipment Status
"From the  Overall Status  screen, or by pressing  Status ,  Jobs , or  System  on the group menu, display the module status screen to check the status.",Checking the Equipment Status
Check the equipment status on the following screens:,Checking the Equipment Status
Overall Status  screen: Refer to  Checking the Equipment Status  in the  Basic Operations Manual .,Checking the Equipment Status
PM# Status  screen: Refer to  Checking the Equipment Status  in the  Basic Operations Manual .,Checking the Equipment Status
Trace Graph  screen:  Displays the graph of the data under processing (see page 98) .,Checking the Equipment Status
EPD Graph  screen:  Displays the graph of the EPD data measured on the end point unit (SE3000) during processing (see page 103) .,Checking the Equipment Status
Process Data  screen:  Displays the set values and the current values of the data under processing (see page 106) .,Checking the Equipment Status
TM-LLM Status  screen: Refer to  Checking the Equipment Status  in the  Basic Operations Manual .,Checking the Equipment Status
"LM Status  screen: Checks the loader module status and load port status, and displays the CMS status and data graph. For displaying loader module, load port, CMS status, refer to  Checking the Equipment Status  in the  Basic Operations Manual . On the data graph display, orienter alignment and load port/dummy storage mapping are displayed in graphs (see page 107) .",Checking the Equipment Status
LP* Status  screen: Refer to  Checking the Equipment Status  in the  Basic Operations Manual .,Checking the Equipment Status
CJ List  screen: Refer to  Checking the Equipment Status  in the  Basic Operations Manual .,Checking the Equipment Status
PJ List  screen: Refer to  Checking the Equipment Status  in the  Basic Operations Manual .,Checking the Equipment Status
Substrate List  screen:  Tracks the wafer (object of the substrate) status by using the STS function (see page 111) .,Checking the Equipment Status
"MC Status  screen:  Checks the status of all the MCs connected to the network, checks the consistency, and starts or resets the MC (see page 114) .",Checking the Equipment Status
"PIO Status  screen:  Displays the input/output signal (parallel I/O) condition between AMHS and the equipment by AMHS (AGV, RGV, OHT, SMIF) when the carrier is transferred in/out from the load port (see page 115) .",Checking the Equipment Status
PM# Running Recipe  screen:  Displays the running process recipe (see page 117) .,Checking the Equipment Status
Operating the Trace Graph Screen,Checking the Equipment Status
"On the  Trace Graph  screen, functions that are necessary to display the value changes of the data under processing in graphs, are operated.",Checking the Equipment Status
Display the  Trace Graph  screen from the group menu below.,Checking the Equipment Status
Status → Overall Status → PM# Symbol → Trace Graph,Checking the Equipment Status
Status → PM Realtime Trace → Trace Graph,Checking the Equipment Status
Trace Graph Screen,Checking the Equipment Status
No. Description,Checking the Equipment Status
1 Selects the process module to be displayed in graphs or division (see page 99) .,Checking the Equipment Status
2 Displays the points on the graph in values (see page 101) .,Checking the Equipment Status
3 Enlarges the display of a specified region (see page 102) .,Checking the Equipment Status
Function Buttons,Checking the Equipment Status
Close : Closes the  Trace Graph  screen.,Checking the Equipment Status
Set Range :  Sets the range for the data to be displayed in graphs for the selected process module (see page 99) .,Checking the Equipment Status
Select Data :  Selects the data to be displayed in graphs for the selected process module (see page 99) .,Checking the Equipment Status
Recipe Step Comment List : Checks the step comments of recipe being executed with the displayed list.,Checking the Equipment Status
Displaying Trace Graph,Checking the Equipment Status
Press  Module  on the  Trace Graph  screen to display the  Select Module  dialog.,Checking the Equipment Status
Select the process module to be displayed in graphs on the  Select Module  dialog.,Checking the Equipment Status
"If displaying multiple process modules in graphs simultaneously, displays the  Trace Graph (Division)  screen in the following procedures.",Checking the Equipment Status
Press  Division  on the  Select Module  dialog.,Checking the Equipment Status
Select the process modules to be displayed in graphs simultaneously on the  Select Module (PM Selection)  dialog and press  OK .,Checking the Equipment Status
Trace Graph (Division) Screen,Checking the Equipment Status
No. Description,Checking the Equipment Status
1 This switches the graph display for individual process module.,Checking the Equipment Status
Press the button for the process module to be displayed if the  Trace Graph (Division)  screen is displayed.,Checking the Equipment Status
This operation is not necessary if the  Trace Graph  screen is displayed.,Checking the Equipment Status
Press  Select Data  on the right of the  Trace Graph  screen or the  Trace Graph (Division) screen to display the  Select Data (Trace Graph)  dialog.,Checking the Equipment Status
Select Data (Trace Graph) Dialog,Checking the Equipment Status
No. Description,Checking the Equipment Status
1 Clears the settings.,Checking the Equipment Status
Press the button for the data to be displayed in graphs and press  OK  (maximum of ten data can be displayed in graphs simultaneously).,Checking the Equipment Status
Press  Set Range  on the right of the  Trace Graph  screen or the  Trace Graph (Division)  screen to display the  Range Setting (Trace Graph)  dialog.,Checking the Equipment Status
Range Setting (Trace Graph) Dialog,Checking the Equipment Status
No. Description,Checking the Equipment Status
1 Inputs the minimum and maximum values of the Y-axis for each data.,Checking the Equipment Status
"Double-click the field to enter the setting value of the data, to which the minimum and maximum values are to be set, and display the setting value entry dialog.",Checking the Equipment Status
Input the minimum and maximum values on the setting value entry dialog and press  OK .,Checking the Equipment Status
Repeat steps 3–8 to display individual process module if  Trace Graph (Division)  screen is displayed.,Checking the Equipment Status
This operation is not necessary if the  Trace Graph  screen is displayed.,Checking the Equipment Status
"When the  Trace Graph  screen is displayed, press the button of the data on the  Select Range Display  to display its range in the Y-axis (this can display the ranges of maximum of four data simultaneously).",Checking the Equipment Status
The range cannot be displayed on the Y-axis if the  Trace Graph (Division)  screen is displayed.,Checking the Equipment Status
Displaying Points in Values,Checking the Equipment Status
Press  Display Cursor  on the  Trace Graph  screen to display the  Trace Graph (Display Cursor) screen.,Checking the Equipment Status
Trace Graph (Display Cursor) Screen,Checking the Equipment Status
No. Description,Checking the Equipment Status
1 Cursor,Checking the Equipment Status
2 Displays the points on the cursor in values.,Checking the Equipment Status
3 Moves the value display dialog to the right and the left by one point. This is enabled when there are data on the cursor shown on the left of the value display dialog.,Checking the Equipment Status
Press  /  on the  Trace Graph (Display Cursor)  screen to position the cursor on the point to be displayed in values.,Checking the Equipment Status
Press  Display Cursor  again to close the value display.,Checking the Equipment Status
Enlarging the Display of Specified Range,Checking the Equipment Status
Press  Zoom  on the  Trace Graph  screen.,Checking the Equipment Status
Press the two points of the range to be enlarged.,Checking the Equipment Status
Press  Zoom  again to return to the same magnification.,Checking the Equipment Status
Trace Graph (Zoom) Screen,Checking the Equipment Status
Operating the EPD Graph Screen,Checking the Equipment Status
"On the  EPD Graph  screen, functions that are necessary to display the value changes of the EPD data measured on the end point detect unit (SE3000) during processing, in graphs, are operated.",Checking the Equipment Status
"On the  EPD Graph  screen, the trend data (DATA-A(nm), DATA-B(nm), DATA-C(%), DATA-D(%)) sent from SE3000 are displayed in graphs.",Checking the Equipment Status
Display the  EPD Graph  screen from the group menu below.,Checking the Equipment Status
Status → Overall Status → PM# Symbol → EPD Graph,Checking the Equipment Status
Status → PM Realtime Trace → EPD Graph,Checking the Equipment Status
EPD Graph Screen,Checking the Equipment Status
No. Description,Checking the Equipment Status
1 Selects the process module (equipped with SE3000) to be displayed in graphs (see page 104) .,Checking the Equipment Status
"2 Display Cursor  displays the value display dialog which indicates points on the graph in values. On the value display dialog, points on the cursor, which is shown on the left of the value display dialog, are displayed in val-ues.",Checking the Equipment Status
Press  Display Cursor  again to close the value display dialog.,Checking the Equipment Status
3 Moves the value display dialog to the right and the left by one point. This is enabled when there are data on the cursor shown on the left of the value display dialog.,Checking the Equipment Status
"4 Enlarges the display of a specified region. After pressing  Zoom , press the two points of the range to be enlarged.",Checking the Equipment Status
Press  Zoom  again to return to the same magnification.,Checking the Equipment Status
Function Buttons,Checking the Equipment Status
Close : Closes the  EPD Graph  screen.,Checking the Equipment Status
Set Range :  Sets the range for the data to be displayed in graphs for the selected process module (see page 104) .,Checking the Equipment Status
Recipe Skip : Stops the processing of the executing step and start the next step for the selected process module.,Checking the Equipment Status
Stop Recipe : Stops the processing for the selected process module.,Checking the Equipment Status
Recipe Step Comment List : Checks the step comments of recipe being executed with the displayed list.,Checking the Equipment Status
Displaying the EPD Graph,Checking the Equipment Status
Press  Module  on the  EPD Graph  screen to display the  Select Module  dialog.,Checking the Equipment Status
Select the process module to be displayed in graphs on the  Select Module  dialog.,Checking the Equipment Status
Press  Display Mode  on the  EPD Graph  screen to select the display mode of the x-axis of the graph (default is  AUTO ).,Checking the Equipment Status
There are following 3 types of display mode.,Checking the Equipment Status
"AUTO This displays on the basis of 00:00. The values between the minimum value–the maximum value are displayed as 00:00–02:00, 00:00–03:00, 00:00–04:00 depending on the time elapsed.",Checking the Equipment Status
"SHIFT This displays on the basis of two-minute interval. The values between the minimum val-ue–the maximum value are displayed as 00:00–02:00, 01:00–03:00, 02:00–04:00 depending on the time elapsed.",Checking the Equipment Status
"SET This displays only the time between the specified minimum–the maximum values in graphs. If the elapsed time does not meet the minimum value or exceeds the maximum value, it will not be displayed in graphs.",Checking the Equipment Status
Press  Set Range  on the right of the  EPD Graph  screen to display the  Range Setting (EPD Graph)  dialog.,Checking the Equipment Status
Range Setting (EPD Graph) Dialog,Checking the Equipment Status
No. Description,Checking the Equipment Status
1 Inputs the minimum and maximum values of the Y-axis for each data.,Checking the Equipment Status
"Double-click the field to enter the setting value of the data, to which the minimum and maximum values are to be set, and display the setting value entry dialog.",Checking the Equipment Status
Input the minimum and maximum values on the setting value entry dialog and press  OK .,Checking the Equipment Status
Operating the Process Data Screen,Checking the Equipment Status
"On the  Process Data  screen, functions that are necessary to display the setting value and the current value of the data under processing, are operated.",Checking the Equipment Status
Display the  Process Data  screen from the group menu below.,Checking the Equipment Status
Status → Overall Status → PM# Symbol → Process Data,Checking the Equipment Status
Status → PM Status → PM Process Detail,Checking the Equipment Status
Process Data Screen,Checking the Equipment Status
No. Description,Checking the Equipment Status
1 Selects the process module for which the process data is to be displayed.,Checking the Equipment Status
Function Buttons,Checking the Equipment Status
Close : Closes the  Process Data  screen.,Checking the Equipment Status
"Filter : Switches the display of the  Current Data . While  Filter  is selected, sets the display of the current data to  0  if the current data is below the reference value. The reference value is calculated from the  Maximum  of the  I/O Parameter  ( AI Parameter / PM# ) and the set value of the  Filter .",Checking the Equipment Status
Operating the Data Graph Screen,Checking the Equipment Status
"On the  Data Graph  screen, orienter alignment data and load port/dummy storage mapping data are operated.",Checking the Equipment Status
Display the  Data Graph  screen from the group menu below.,Checking the Equipment Status
Status → Overall Status → LM Symbol → LM Status → Data Graph,Checking the Equipment Status
Status → Transport Status → LM → Data Graph,Checking the Equipment Status
Data Graph Screen,Checking the Equipment Status
No. Description,Checking the Equipment Status
1 This selects the type of the data graph to be displayed (see page 109) .,Checking the Equipment Status
Function Buttons,Checking the Equipment Status
Close : Closes the  Data Graph  screen.,Checking the Equipment Status
Display Whole X-axis Data : Switches the display of the X-axis in the graph.,Checking the Equipment Status
If the orienter alignment data is displayed: Orienter alignment data: Switches to 0–3000 point general display/500 point divided display.,Checking the Equipment Status
If the load port/dummy storage mapping data is displayed:,Checking the Equipment Status
Load port mapping data: Switches to 0–2500 point (25 slots) general display/500 point (5 slots) divided display.,Checking the Equipment Status
Dummy storage mapping data: Switches to 0–900 point or 0–5000 point (all slots) general display/500 point (5 slots) divided display.,Checking the Equipment Status
"Sampling : Press to perform orienter alignment, load port/dummy storage mapping, and update the graph.",Checking the Equipment Status
"If the orienter alignment data is displayed: This executes the orienter alignment and updates the graph. This is enabled when the orienter is in idle state, or the loader module is in maintenance state.",Checking the Equipment Status
If the load port/dummy storage mapping data is displayed: This executes the load port/dummy storage mapping and updates the graph. This is ena-bled when the loader arm is in idle state or the relevant load port/dummy storage is in maintenance state.,Checking the Equipment Status
Acquire Data : Displays the latest orienter alignment results/mapping results in a graph.,Checking the Equipment Status
"If the orienter alignment data is displayed: This displays the latest orienter alignment results in a graph. When the  Data Graph screen displays, the graph will not be updated even though orienter alignment has been performed. If  Sampling  has been performed, however, the graph updates automatically.",Checking the Equipment Status
"If the load port/dummy storage mapping data is displayed: This displays the latest load port/dummy storage mapping results in a graph. When the Data Graph  screen displays, the graph will not be updated even though mapping has been performed. If  Sampling  has been performed, however, the graph updates automatically.",Checking the Equipment Status
Additional Information : Displays the added information of the orienter alignment result. This is enabled when the orienter alignment data is displayed.,Checking the Equipment Status
Amount: Eccentricity,Checking the Equipment Status
Phase: Direction,Checking the Equipment Status
Orientation Flat Direction: Direction of the orientation flat (notch),Checking the Equipment Status
Export : Saves the orienter alignment data and load port/dummy storage mapping data displayed on the screen to the removable media in CSV format.,Checking the Equipment Status
If the orienter alignment data is displayed: This saves the orienter alignment data displayed on the screen.,Checking the Equipment Status
If the load port/dummy storage mapping data is displayed: This saves the load port/dummy storage mapping data displayed on the screen.,Checking the Equipment Status
Set Wafer Center : Aligns the wafer center. This can be executed when the loader module is in maintenance mode.,Checking the Equipment Status
Read Wafer ID : Reads the wafer ID. This can be executed when the loader module is in maintenance mode.,Checking the Equipment Status
Items of Additional Information,Checking the Equipment Status
Wafer,Checking the Equipment Status
CCD Sensor,Checking the Equipment Status
Amount,Checking the Equipment Status
Notch,Checking the Equipment Status
Phase,Checking the Equipment Status
Pedestal,Checking the Equipment Status
Orientation Flat Direction,Checking the Equipment Status
Displaying the Data Graph,Checking the Equipment Status
Press  Data Graph  on the  Data Graph  screen to display the  Select Data Graph  dialog.,Checking the Equipment Status
Select the graph type ( Alignment Data / Mapping Data ) to be displayed on the  Select Data Graph  dialog.,Checking the Equipment Status
"If  Alignment Data  is selected,  Data Graph (ORT Alignment Data)  screen will be displayed.",Checking the Equipment Status
Data Graph (ORT Alignment Data) Screen,Checking the Equipment Status
No. Description,Checking the Equipment Status
1 Displays the photoreceptor reading of the CCD line sensor in points from 0–4000 (0 is the closest side to the center of the pedestal).,Checking the Equipment Status
2 Displays one revolution of the θ-axis in points from 0–3000. The graph can be displayed in 0–3000 point general display or 500 point divided display.,Checking the Equipment Status
3 Displays the wafer rim data upside down.,Checking the Equipment Status
4 The blip in the graph represents the notch.,Checking the Equipment Status
5 Scroll buttons slide the graph along the x-axis (displayed when 500 point divided display is selected).,Checking the Equipment Status
"If  Mapping Data  is selected,  Data Graph (LP*/DST Mapping Data)  screen will be displayed.",Checking the Equipment Status
Data Graph (LP*/DST Mapping Data) Screen,Checking the Equipment Status
No. Description,Checking the Equipment Status
"1 Displays whether a wafer is present (1: Wafer is present, 0: Wafer is not present).",Checking the Equipment Status
2 For load port: Displays all the slots in the carrier in points from 0–2500 (1 slot: 100 points). The graph can be displayed in 0–2500 point (25 slots) general display or 500 point (5 slots) divided display.,Checking the Equipment Status
For dummy storage: Displays all the slots in the DST in points from 0–900 or 0–5000 (1 slot: 100 points). The graph can be displayed in 0–900 point or 0–5000 (all slots) general display or 500 point (5 slots) divided display.,Checking the Equipment Status
3 Shows that there is a wafer present in slots 21 and 22.,Checking the Equipment Status
4 Shows that a cross-slotted wafer is present in slots 23 and 24.,Checking the Equipment Status
5 Scroll buttons slide the graph along the x-axis (displayed when 500 point (5 slots) divided display is se-lected).,Checking the Equipment Status
Operating the Substrate List Screen,Checking the Equipment Status
